burst,channelSeed,bits,decoded,errors,firstErr,lastErr,collapses,uncodedErrs,deepFadeErrs,turboC,turboR,turboA,turboS,reason
0,501,6304,6336,0,-1,-1,0,279,184,0,0,0,11,Eom
1,1501,6304,6336,0,-1,-1,0,193,136,0,0,0,11,Eom
2,2501,6304,6336,0,-1,-1,0,147,86,0,0,0,11,Eom
3,3501,6304,6336,0,-1,-1,0,341,246,0,0,0,11,Eom
4,4501,6304,6336,4,354,361,0,1483,261,0,0,0,11,Eom
5,5501,6304,6336,81,159,2878,0,1449,291,0,0,0,11,Eom
6,6501,6304,6336,0,-1,-1,0,175,135,0,0,0,11,Eom
7,7501,6304,6336,151,10,6027,0,1341,234,0,0,0,11,Eom
8,8501,6304,6336,0,-1,-1,0,314,214,0,0,0,11,Eom
9,9501,6304,6336,0,-1,-1,0,349,237,0,0,0,11,Eom
10,10501,6304,6336,0,-1,-1,0,112,96,0,0,0,11,Eom
11,11501,6304,6336,0,-1,-1,0,266,226,0,0,0,11,Eom
12,12501,6304,6336,298,576,6225,0,1737,426,0,0,0,11,
13,13501,6304,6336,35,1175,3870,0,1302,296,0,0,0,11,Eom
14,14501,6304,6336,0,-1,-1,0,234,173,0,0,0,11,Eom
15,15501,6304,6336,0,-1,-1,0,152,121,0,0,0,11,Eom
16,16501,6304,6336,0,-1,-1,0,386,283,0,0,0,11,Eom
17,17501,6304,6336,41,1728,3420,0,1467,294,0,0,0,11,Eom
18,18501,6304,6336,0,-1,-1,0,219,153,0,0,0,11,Eom
19,19501,6304,6336,21,3787,3938,0,1485,301,0,0,0,11,Eom
20,20501,6304,6336,7,5099,5111,0,1399,233,0,0,0,11,Eom
21,21501,6304,6336,0,-1,-1,0,164,136,0,0,0,11,Eom
22,22501,6304,6336,0,-1,-1,0,318,222,0,0,0,11,Eom
23,23501,6304,6336,19,4399,4558,0,1332,218,0,0,0,11,Eom
24,24501,6304,6336,0,-1,-1,0,218,160,0,0,0,11,Eom
25,25501,6304,6336,109,511,4302,0,1601,395,0,0,0,11,Eom
26,26501,6304,6336,0,-1,-1,0,253,207,0,0,0,11,Eom
27,27501,6304,6336,0,-1,-1,0,214,200,0,0,0,11,Eom
28,28501,6304,6336,0,-1,-1,0,397,223,0,0,0,11,Eom
29,29501,6304,6336,66,1152,5888,0,1610,441,0,0,0,11,Eom
30,30501,6304,6336,0,-1,-1,0,229,137,0,0,0,11,Eom
31,31501,6304,6336,0,-1,-1,0,198,163,0,0,0,11,Eom
32,32501,6304,6336,0,-1,-1,0,206,156,0,0,0,11,Eom
33,33501,6304,6336,0,-1,-1,0,202,155,0,0,0,11,Eom
34,34501,6304,6336,0,-1,-1,0,225,136,0,0,0,11,Eom
35,35501,6304,6336,0,-1,-1,0,162,105,0,0,0,11,Eom
36,36501,6304,6336,232,711,5759,0,1603,260,0,0,0,11,Eom
37,37501,6304,6336,0,-1,-1,0,180,149,0,0,0,11,Eom
38,38501,6304,6336,224,2916,5759,0,1326,397,0,0,0,11,Eom
39,39501,6304,6336,0,-1,-1,0,189,167,0,0,0,11,Eom
40,40501,6304,6336,0,-1,-1,0,246,148,0,0,0,11,Eom
41,41501,6304,6336,45,577,6294,0,1704,310,0,0,0,11,Eom
42,42501,6304,6336,0,-1,-1,0,288,234,0,0,0,11,Eom
43,43501,6304,6336,0,-1,-1,0,75,55,0,0,0,11,Eom
44,44501,6304,6336,0,-1,-1,0,212,147,0,0,0,11,Eom
45,45501,6304,6336,55,2476,6291,0,1578,337,0,0,0,11,Eom
46,46501,6304,6336,55,285,5703,0,1332,321,0,0,0,11,Eom
47,47501,6304,6336,0,-1,-1,0,291,175,0,0,0,11,Eom
48,48501,6304,6336,119,1987,4004,0,1554,358,0,0,0,11,Eom
49,49501,6304,6336,0,-1,-1,0,252,200,0,0,0,11,Eom
50,50501,6304,6336,0,-1,-1,0,260,195,0,0,0,11,Eom
51,51501,6304,6336,222,1156,3842,0,1527,307,0,0,0,11,Eom
52,52501,6304,6336,101,63,4031,0,1760,341,0,0,0,11,Eom
53,53501,6304,6336,18,323,5729,0,1420,205,0,0,0,11,Eom
54,54501,6304,6336,0,-1,-1,0,139,126,0,0,0,11,Eom
55,55501,6304,6336,110,365,5757,0,1550,254,0,0,0,11,Eom
56,56501,6304,6336,0,-1,-1,0,285,174,0,0,0,11,Eom
57,57501,6304,6336,0,-1,-1,0,205,143,0,0,0,11,Eom
58,58501,6304,6336,0,-1,-1,0,170,122,0,0,0,11,Eom
59,59501,6304,6336,0,-1,-1,0,406,290,0,0,0,11,Eom
60,60501,6304,6336,0,-1,-1,0,232,172,0,0,0,11,Eom
61,61501,6304,6336,0,-1,-1,0,305,237,0,0,0,11,Eom
62,62501,6304,6336,0,-1,-1,0,317,187,0,0,0,11,Eom
63,63501,6304,6336,0,-1,-1,0,361,175,0,0,0,11,Eom
64,64501,6304,6336,0,-1,-1,0,230,153,0,0,0,11,Eom
65,65501,6304,6336,0,-1,-1,0,209,121,0,0,0,11,Eom
66,66501,6304,6336,94,669,5362,0,1708,322,0,0,0,11,Eom
67,67501,6304,6336,0,-1,-1,0,297,257,0,0,0,11,Eom
68,68501,6304,6336,158,1214,6261,0,1800,375,0,0,0,11,Eom
69,69501,6304,6336,18,1430,1521,0,1383,246,0,0,0,11,Eom
70,70501,6304,6336,0,-1,-1,0,233,158,0,0,0,11,Eom
71,71501,6304,6336,0,-1,-1,0,228,194,0,0,0,11,Eom
72,72501,6304,6336,27,746,6205,0,1413,323,0,0,0,11,Eom
73,73501,6304,6336,159,521,5175,0,1443,265,0,0,0,11,Eom
74,74501,6304,6336,0,-1,-1,0,157,107,0,0,0,11,Eom
75,75501,6304,6336,0,-1,-1,0,298,187,0,0,0,11,Eom
76,76501,6304,6336,247,692,5539,0,1670,311,0,0,0,11,Eom
77,77501,6304,6336,0,-1,-1,0,242,187,0,0,0,11,Eom
78,78501,6304,6336,0,-1,-1,0,294,179,0,0,0,11,Eom
79,79501,6304,6336,0,-1,-1,0,226,182,0,0,0,11,Eom
80,80501,6304,6336,0,-1,-1,0,261,201,0,0,0,11,Eom
